StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent;dilemma;chicken;offer;respond;public;attention1;risk1;willingness_negRec1;willingness_negRec2;willingness_altruism1;description_posRec1;description_negRec3;description_attention2;description_trust;risk160;risk80;risk40;risk60;risk70;risk50;risk20;risk30;risk10;risk120;risk100;risk90;risk110;risk140;risk150;risk130;risk240;risk200;risk180;risk190;risk170;risk220;risk230;risk210;risk280;risk260;risk270;risk250;risk300;risk290;risk310;posRec2;altruism2;gender;age;valCode
31-5-2018 11:14;31-5-2018 11:20;IP Address;100;369;TRUE;31-5-2018 11:20;R_1eDZ1xugjpbYkar;anonymous;EN;agree;Defect;Chicken;3 dollars;1 dollar;5 dollars;6 dollars;3;4;4;6;8;7;10;3;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;10;Female;25 - 34;299665323
31-5-2018 11:16;31-5-2018 11:22;IP Address;100;361;TRUE;31-5-2018 11:22;R_UMTTQ5I2spuhDiN;anonymous;EN;agree;Cooperate;Dare;1 dollar;1 dollar;2 dollars;6 dollars;9;1;4;10;10;0;10;6;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;20 dollars;5;Male;35 - 44;301028165
31-5-2018 10:48;31-5-2018 10:59;IP Address;100;652;TRUE;31-5-2018 10:59;R_tKcUPuHlgh17qEh;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;6 dollars;6 dollars;2;3;3;10;10;4;10;7;Sure payment;Sure payment;50/50 chance;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;25 - 34;302410443
31-5-2018 11:45;31-5-2018 11:50;IP Address;100;277;TRUE;31-5-2018 11:50;R_2wNcnYw7cF7J13G;anonymous;EN;agree;Cooperate;Dare;5 dollars;1 dollar;10 dollars;6 dollars;2;3;5;10;10;0;10;5;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;0;Male;35 - 44;302833698
31-5-2018 10:39;31-5-2018 10:51;IP Address;100;726;TRUE;31-5-2018 10:51;R_3HueHorj4UPQJVN;anonymous;EN;agree;Defect;Dare;5 dollars;1 dollar;0 dollars;6 dollars;7;2;2;5;8;1;10;0;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;20 dollars;0;Male;25 - 34;307452522
31-5-2018 12:36;31-5-2018 12:40;IP Address;100;234;TRUE;31-5-2018 12:40;R_6lBdYNeXcxhmQbD;anonymous;EN;agree;Defect;Dare;3 dollars;5 dollars;0 dollars;6 dollars;1;3;3;6;10;0;10;7;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;0 dollars;0;Female;35 - 44;312856483
31-5-2018 12:46;31-5-2018 12:55;IP Address;100;534;TRUE;31-5-2018 12:55;R_DeEiHnXvr5p74m5;anonymous;EN;agree;Defect;Chicken;2 dollars;1 dollar;0 dollars;6 dollars;3;1;1;9;10;1;10;5;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;100;Female;65 - 74;314415636
31-5-2018 10:40;31-5-2018 10:43;IP Address;100;134;TRUE;31-5-2018 10:43;R_1rJQ2ARv8zz83hC;anonymous;EN;agree;Cooperate;Chicken;3 dollars;5 dollars;10 dollars;6 dollars;7;3;6;10;8;5;10;6;50/50 chance;;;;;;;;;;;;;;;;Sure payment;50/50 chance;;;;50/50 chance;50/50 chance;;;;;;;;;0 dollars;100;Male;25 - 34;334079724
31-5-2018 06:43;31-5-2018 06:48;IP Address;100;270;TRUE;31-5-2018 06:48;R_8IxFAMIKd0eWxr3;anonymous;EN;agree;Defect;Chicken;3 dollars;2 dollars;4 dollars;6 dollars;4;1;2;7;9;1;10;5;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;35 - 44;336250955
31-5-2018 11:13;31-5-2018 11:19;IP Address;100;351;TRUE;31-5-2018 11:19;R_D6jmT88rD64LrI5;anonymous;EN;agree;Defect;Chicken;4 dollars;4 dollars;5 dollars;6 dollars;7;0;0;7;9;0;10;4;Sure payment;Sure payment;50/50 chance;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;50;Female;55 - 64;339146692
31-5-2018 15:15;31-5-2018 15:23;IP Address;100;456;TRUE;31-5-2018 15:23;R_p4Lyb5X8uGVAslH;anonymous;EN;agree;Cooperate;Chicken;3 dollars;1 dollar;10 dollars;6 dollars;3;0;0;7;10;0;10;10;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;Sure payment;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;35 - 44;354029530
31-5-2018 10:48;31-5-2018 10:53;IP Address;100;340;TRUE;31-5-2018 10:53;R_2w6IX4XZnRBIcbv;anonymous;EN;agree;Defect;Dare;5 dollars;4 dollars;0 dollars;6 dollars;3;6;4;5;10;5;10;5;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;25 dollars;0;Male;35 - 44;355421860
31-5-2018 11:13;31-5-2018 11:22;IP Address;100;552;TRUE;31-5-2018 11:22;R_AhpTusi4N1qDxq9;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;5 dollars;6 dollars;2;0;0;5;10;1;10;7;Sure payment;Sure payment;Sure payment;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;5 dollars;10;Male;25 - 34;355974210
31-5-2018 04:36;31-5-2018 04:51;IP Address;100;932;TRUE;31-5-2018 04:51;R_3pcim8S0a0zay6S;anonymous;EN;agree;Defect;Dare;3 dollars;5 dollars;10 dollars;6 dollars;2;5;8;10;10;1;;6;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;200;Female;65 - 74;360128519
31-5-2018 10:44;31-5-2018 10:53;IP Address;100;539;TRUE;31-5-2018 10:53;R_2DY3fve65xApHwG;anonymous;EN;agree;Defect;Chicken;4 dollars;4 dollars;5 dollars;6 dollars;3;1;1;8;9;1;10;3;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;15 dollars;100;Male;25 - 34;378600550
31-5-2018 10:54;31-5-2018 10:56;IP Address;100;101;TRUE;31-5-2018 10:56;R_1dEo9Zv4uvcqYJb;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;5 dollars;6 dollars;7;8;8;8;7;7;10;7;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;15 dollars;200;Male;25 - 34;384701419
31-5-2018 10:38;31-5-2018 10:44;IP Address;100;320;TRUE;31-5-2018 10:44;R_1djm0GsFMmrXsOr;anonymous;EN;agree;Cooperate;Chicken;4 dollars;2 dollars;3 dollars;6 dollars;3;3;6;8;8;1;10;8;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;35 - 44;392487641
31-5-2018 11:13;31-5-2018 11:27;IP Address;100;832;TRUE;31-5-2018 11:27;R_qXupaenvj9dfYoF;anonymous;EN;agree;Cooperate;Dare;3 dollars;4 dollars;3 dollars;6 dollars;4;8;7;9;10;3;10;5;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;15 dollars;125;Male;45 - 54;405558225
31-5-2018 11:48;31-5-2018 11:56;IP Address;100;444;TRUE;31-5-2018 11:56;R_1C7RhIv4hlZQNdh;anonymous;EN;agree;Cooperate;Chicken;3 dollars;5 dollars;5 dollars;6 dollars;4;0;0;10;10;0;10;7;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;50;Female;55 - 64;408504173
31-5-2018 13:46;31-5-2018 13:57;IP Address;100;633;TRUE;31-5-2018 13:57;R_1HjeQhSvkr2IYoH;anonymous;EN;agree;Cooperate;Chicken;4 dollars;7 dollars;5 dollars;6 dollars;6;4;6;6;2;5;10;8;50/50 chance;;;;;;;;;;;;;;;;50/50 chance;;;;;;;;;Sure payment;;Sure payment;;;;20 dollars;0;Male;25 - 34;417288750
31-5-2018 07:53;31-5-2018 07:59;IP Address;100;353;TRUE;31-5-2018 07:59;R_PFe2PqrTP6Y0Pq9;anonymous;EN;agree;Cooperate;Chicken;3 dollars;7 dollars;10 dollars;6 dollars;8;9;8;8;9;8;10;8;50/50 chance;;;;;;;;;;;;;;;;50/50 chance;;;;;;;;Sure payment;Sure payment;;Sure payment;;;;15 dollars;700;Male;25 - 34;445477194
31-5-2018 10:42;31-5-2018 10:47;IP Address;100;263;TRUE;31-5-2018 10:47;R_1o87ZN3D6TiU5e5;anonymous;EN;agree;Cooperate;Chicken;3 dollars;1 dollar;3 dollars;6 dollars;8;5;3;6;5;4;10;6;50/50 chance;;;;;;;;;;;;;;;;50/50 chance;;;;;;;;Sure payment;;;;50/50 chance;;Sure payment;10 dollars;600;Male;25 - 34;456310156
31-5-2018 11:21;31-5-2018 11:35;IP Address;100;803;TRUE;31-5-2018 11:35;R_3n5Usrnan6AmY3C;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;5 dollars;6 dollars;6;0;10;10;10;0;10;10;Sure payment;Sure payment;Sure payment;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;300;Female;35 - 44;469084563
31-5-2018 11:57;31-5-2018 12:02;IP Address;100;347;TRUE;31-5-2018 12:02;R_2rTISEgtmkJppAU;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;6 dollars;6 dollars;8;3;7;9;10;0;10;9;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;30 dollars;300;Female;25 - 34;469526293
31-5-2018 10:36;31-5-2018 10:42;IP Address;100;307;TRUE;31-5-2018 10:42;R_YPkPp63v5Mnu6xb;anonymous;EN;agree;Cooperate;Dare;1 dollar;4 dollars;2 dollars;6 dollars;6;7;3;10;10;6;10;5;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;Sure payment;;;;;;;;;;;;;;;;;;;;10 dollars;0;Female;25 - 34;473558991
31-5-2018 10:55;31-5-2018 11:05;IP Address;100;584;TRUE;31-5-2018 11:05;R_Tj5LbvzGvThWxUJ;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;10 dollars;6 dollars;5;0;1;5;10;0;10;8;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;25 dollars;200;Male;35 - 44;474549492
31-5-2018 10:39;31-5-2018 10:44;IP Address;100;256;TRUE;31-5-2018 10:44;R_a41LnLa0PBqxu4V;anonymous;EN;agree;Cooperate;Chicken;5 dollars;2 dollars;10 dollars;6 dollars;3;3;6;10;10;1;10;7;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;500;Female;35 - 44;474928466
31-5-2018 04:32;31-5-2018 04:37;IP Address;100;337;TRUE;31-5-2018 04:37;R_2YJTkRyiairmP8y;anonymous;EN;agree;Defect;Chicken;5 dollars;5 dollars;0 dollars;6 dollars;1;5;0;1;9;4;;0;Sure payment;Sure payment;Sure payment;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;5 dollars;0;Female;18 - 24;475660891
31-5-2018 10:36;31-5-2018 10:41;IP Address;100;269;TRUE;31-5-2018 10:41;R_3EMty5W8lKvP53K;anonymous;EN;agree;Cooperate;Chicken;3 dollars;5 dollars;2 dollars;6 dollars;8;7;7;7;9;8;10;8;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;100;Male;25 - 34;481989783
31-5-2018 14:19;31-5-2018 14:28;IP Address;100;547;TRUE;31-5-2018 14:28;R_2SI98gi1N9wGszT;anonymous;EN;agree;Cooperate;Chicken;10 dollars;3 dollars;10 dollars;6 dollars;5;0;0;10;10;0;10;9;Sure payment;Sure payment;Sure payment;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;100;Female;45 - 54;486973570
31-5-2018 07:40;31-5-2018 07:50;IP Address;100;572;TRUE;31-5-2018 07:50;R_74oAsN1sHjUIvqp;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;10 dollars;6 dollars;7;4;3;8;10;1;10;5;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;20 dollars;20;Male;65 - 74;488838410
31-5-2018 11:06;31-5-2018 11:14;IP Address;100;498;TRUE;31-5-2018 11:14;R_cwpIzFjEA64rcmR;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;0 dollars;6 dollars;5;4;2;6;7;1;10;3;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;0 dollars;50;Female;25 - 34;496822494
31-5-2018 10:47;31-5-2018 10:50;IP Address;100;203;TRUE;31-5-2018 10:50;R_3GrYmCm16R2mqmL;anonymous;EN;agree;Cooperate;Chicken;5 dollars;2 dollars;5 dollars;6 dollars;5;6;7;10;10;3;10;6;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;10 dollars;100;Female;25 - 34;501390791
31-5-2018 11:28;31-5-2018 11:36;IP Address;100;498;TRUE;31-5-2018 11:36;R_23f3dwPu5umXTQT;anonymous;EN;agree;Cooperate;Chicken;4 dollars;1 dollar;10 dollars;6 dollars;7;2;2;6;8;1;10;7;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;30 dollars;100;Female;55 - 64;512389683
31-5-2018 10:37;31-5-2018 10:44;IP Address;100;368;TRUE;31-5-2018 10:44;R_BY8ToRzW1KIkLRL;anonymous;EN;agree;Defect;Dare;1 dollar;6 dollars;3 dollars;6 dollars;8;7;8;8;7;2;10;8;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;2;Male;25 - 34;534535872
31-5-2018 12:04;31-5-2018 12:07;IP Address;100;220;TRUE;31-5-2018 12:07;R_vej8ys6LEjmXia5;anonymous;EN;agree;Defect;Dare;3 dollars;3 dollars;4 dollars;6 dollars;5;5;6;7;8;2;10;2;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;Sure payment;;;;;;;;;;;;;;;;;;;;15 dollars;500;Female;25 - 34;541437297
31-5-2018 10:44;31-5-2018 10:52;IP Address;100;495;TRUE;31-5-2018 10:52;R_6ilkNB1p3ktb9kJ;anonymous;EN;agree;Defect;Dare;4 dollars;1 dollar;0 dollars;6 dollars;2;2;1;6;10;2;10;1;Sure payment;Sure payment;50/50 chance;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;10;Male;35 - 44;553102346
31-5-2018 13:36;31-5-2018 13:51;IP Address;100;909;TRUE;31-5-2018 13:51;R_Ayt0tQmWwVPZYhH;anonymous;EN;agree;Cooperate;Chicken;4 dollars;3 dollars;0 dollars;6 dollars;1;2;2;5;9;0;10;4;Sure payment;Sure payment;Sure payment;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;20 dollars;50;Female;65 - 74;555276770
31-5-2018 12:54;31-5-2018 13:04;IP Address;100;601;TRUE;31-5-2018 13:04;R_1DZPW4vWK9i2p53;anonymous;EN;agree;Defect;Dare;2 dollars;5 dollars;5 dollars;6 dollars;5;8;8;10;10;2;10;1;Sure payment;Sure payment;50/50 chance;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;500;Female;35 - 44;555661760
31-5-2018 12:30;31-5-2018 12:38;IP Address;100;507;TRUE;31-5-2018 12:38;R_3eq7bAFmw307Xz6;anonymous;EN;agree;Defect;Chicken;5 dollars;5 dollars;2 dollars;6 dollars;3;1;1;7;9;0;10;6;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;0;Female;45 - 54;564067576
31-5-2018 11:11;31-5-2018 11:19;IP Address;100;461;TRUE;31-5-2018 11:19;R_WBbG30RGyQgY8FP;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;5 dollars;6 dollars;2;2;2;9;10;0;10;5;Sure payment;Sure payment;50/50 chance;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;200;Male;55 - 64;580633764
31-5-2018 10:37;31-5-2018 10:42;IP Address;100;259;TRUE;31-5-2018 10:42;R_3IcOAbmhvxgWMLw;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;10 dollars;6 dollars;3;6;4;7;10;3;10;9;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;Sure payment;;;;;;;;;;;;;;;;;;;;20 dollars;50;Female;35 - 44;581049624
31-5-2018 10:43;31-5-2018 10:50;IP Address;100;382;TRUE;31-5-2018 10:50;R_11ZVq5JzxwBJz0Q;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;10 dollars;6 dollars;1;8;8;8;8;5;10;4;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;100;Male;25 - 34;584489088
31-5-2018 10:51;31-5-2018 10:56;IP Address;100;281;TRUE;31-5-2018 10:56;R_3KoNh6ext0Yi3wE;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;5 dollars;6 dollars;8;1;2;10;10;0;10;4;Sure payment;Sure payment;Sure payment;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;20 dollars;500;Female;25 - 34;586160671
31-5-2018 10:42;31-5-2018 10:48;IP Address;100;413;TRUE;31-5-2018 10:48;R_Zrw3tsadXcsclVv;anonymous;EN;agree;Defect;Chicken;5 dollars;1 dollar;5 dollars;6 dollars;5;3;4;8;8;1;10;6;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;20 dollars;100;Male;35 - 44;610296294
31-5-2018 12:15;31-5-2018 12:21;IP Address;100;387;TRUE;31-5-2018 12:21;R_3q8rxdMD6PIsZZ5;anonymous;EN;agree;Cooperate;Dare;1 dollar;5 dollars;0 dollars;6 dollars;4;7;6;10;10;7;10;6;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;35 - 44;613757332
31-5-2018 11:17;31-5-2018 11:25;IP Address;100;455;TRUE;31-5-2018 11:25;R_323bhsdSfgdqPfp;anonymous;EN;agree;Defect;Chicken;5 dollars;5 dollars;0 dollars;6 dollars;0;3;1;7;7;2;10;6;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;0;Female;35 - 44;619592367
31-5-2018 10:51;31-5-2018 10:54;IP Address;100;160;TRUE;31-5-2018 10:54;R_3JIVO9UEWdzEO7D;anonymous;EN;agree;Cooperate;Chicken;0 dollars;1 dollar;4 dollars;6 dollars;3;9;8;7;7;4;10;5;Sure payment;Sure payment;Sure payment;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;0 dollars;10;Male;25 - 34;619892246
31-5-2018 07:16;31-5-2018 07:19;IP Address;100;200;TRUE;31-5-2018 07:19;R_3m3pyTGaMArIdmg;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;10 dollars;6 dollars;3;0;5;5;10;0;10;7;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;;50/50 chance;;;;;;;;;;;20 dollars;0;Female;18 - 24;620349756
31-5-2018 12:31;31-5-2018 12:32;IP Address;100;59;TRUE;31-5-2018 12:32;R_1eqnU8dBmohJzhD;anonymous;EN;agree;Cooperate;Chicken;3 dollars;3 dollars;3 dollars;6 dollars;6;5;7;7;7;3;10;7;50/50 chance;;;;;;;;;;;;;;;;Sure payment;50/50 chance;;;;Sure payment;;Sure payment;;;;;;;;15 dollars;250;Male;25 - 34;633143296
31-5-2018 15:18;31-5-2018 15:23;IP Address;100;266;TRUE;31-5-2018 15:23;R_2TXaPJjGJ6k5K2N;anonymous;EN;agree;Defect;Chicken;5 dollars;1 dollar;0 dollars;6 dollars;2;1;1;0;7;1;10;3;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;30 dollars;0;Male;35 - 44;649676567
31-5-2018 08:17;31-5-2018 08:24;IP Address;100;393;TRUE;31-5-2018 08:24;R_2VkxHRa5LShXV4T;anonymous;EN;agree;Defect;Chicken;4 dollars;5 dollars;1 dollar;6 dollars;8;1;3;10;10;0;10;10;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;30 dollars;500;Female;65 - 74;660723088
31-5-2018 11:09;31-5-2018 11:18;IP Address;100;519;TRUE;31-5-2018 11:18;R_b1PnFZmzQuNkGY1;anonymous;EN;agree;Defect;Dare;0 dollars;7 dollars;0 dollars;6 dollars;5;0;0;0;1;0;10;1;Sure payment;Sure payment;Sure payment;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;5 dollars;0;Female;55 - 64;664754018
31-5-2018 11:00;31-5-2018 11:09;IP Address;100;547;TRUE;31-5-2018 11:09;R_3p5oSnv5Q8MrQBY;anonymous;EN;agree;Defect;Dare;5 dollars;4 dollars;0 dollars;6 dollars;3;9;7;7;9;5;10;3;Sure payment;Sure payment;50/50 chance;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;100;Male;45 - 54;665464577
31-5-2018 08:53;31-5-2018 09:00;IP Address;100;394;TRUE;31-5-2018 09:00;R_2zkhhlWVbzMjZI8;anonymous;EN;agree;Defect;Chicken;5 dollars;2 dollars;8 dollars;6 dollars;3;3;2;7;9;3;10;6;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;20 dollars;50;Male;55 - 64;675236709
31-5-2018 10:54;31-5-2018 11:04;IP Address;100;593;TRUE;31-5-2018 11:04;R_2B2MpyZ7cuxfpyd;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;5 dollars;6 dollars;6;1;1;8;10;1;10;5;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;10 dollars;50;Female;65 - 74;675409158
31-5-2018 10:41;31-5-2018 10:49;IP Address;100;484;TRUE;31-5-2018 10:49;R_3qDrV3YU0z0H7uj;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;5 dollars;6 dollars;0;0;7;9;10;0;10;8;Sure payment;Sure payment;Sure payment;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;30 dollars;200;Female;55 - 64;677295583
31-5-2018 14:25;31-5-2018 14:29;IP Address;100;236;TRUE;31-5-2018 14:29;R_XKQZvoWiR5RbIS5;anonymous;EN;agree;Defect;Chicken;3 dollars;7 dollars;10 dollars;6 dollars;0;0;0;6;1;1;10;7;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;5 dollars;500;Female;25 - 34;678959342
31-5-2018 10:44;31-5-2018 10:48;IP Address;100;245;TRUE;31-5-2018 10:48;R_2VlrbtG8kvyQ022;anonymous;EN;agree;Defect;Chicken;3 dollars;3 dollars;2 dollars;6 dollars;8;6;4;4;6;2;10;5;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;0 dollars;0;Male;18 - 24;686337943
31-5-2018 10:48;31-5-2018 10:53;IP Address;100;346;TRUE;31-5-2018 10:53;R_sdsRmAidj4J2U8h;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;10 dollars;6 dollars;2;1;1;8;9;1;10;3;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;25 - 34;688822868
31-5-2018 08:17;31-5-2018 08:45;IP Address;100;1689;TRUE;31-5-2018 08:45;R_T4O69LxxfrM1hKx;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;10 dollars;6 dollars;4;3;7;4;5;3;10;5;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;15 dollars;100;Male;25 - 34;688867044
31-5-2018 14:22;31-5-2018 14:25;IP Address;100;186;TRUE;31-5-2018 14:25;R_Z7ZEsn7QpVdyHV7;anonymous;EN;agree;Defect;Chicken;3 dollars;1 dollar;5 dollars;6 dollars;3;3;4;6;6;4;10;3;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;10 dollars;100;Male;25 - 34;689029380
31-5-2018 12:48;31-5-2018 13:09;IP Address;100;1206;TRUE;31-5-2018 13:09;R_3fMG8Gd1Zw04LMX;anonymous;EN;agree;Cooperate;Chicken;0 dollars;5 dollars;5 dollars;6 dollars;1;7;7;10;9;1;10;5;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;20 dollars;20;Male;25 - 34;689458843
31-5-2018 11:06;31-5-2018 11:14;IP Address;100;431;TRUE;31-5-2018 11:14;R_8D3ZkHeSkxRTU8p;anonymous;EN;agree;Defect;Chicken;5 dollars;2 dollars;3 dollars;6 dollars;2;1;1;9;10;0;10;3;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;25 - 34;690571870
31-5-2018 12:52;31-5-2018 13:00;IP Address;100;481;TRUE;31-5-2018 13:00;R_3isynIL2LsFTt0u;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;10 dollars;6 dollars;9;4;4;9;8;1;10;3;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;5 dollars;50;Female;35 - 44;695009325
31-5-2018 12:46;31-5-2018 13:00;IP Address;100;830;TRUE;31-5-2018 13:00;R_27Cr565NkSCAc9z;anonymous;EN;agree;Defect;Dare;5 dollars;5 dollars;0 dollars;6 dollars;1;8;5;10;10;7;10;2;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;0 dollars;20;Male;45 - 54;696097058
31-5-2018 15:07;31-5-2018 15:22;IP Address;100;872;TRUE;31-5-2018 15:22;R_2bWDmKccwg5K7nZ;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;10 dollars;6 dollars;1;6;6;9;9;6;10;4;Sure payment;Sure payment;50/50 chance;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;0;Female;55 - 64;698126836
