HITId;HITTypeId;Title;Description;Keywords;Reward;CreationTime;MaxAssignments;RequesterAnnotation;AssignmentDurationInSeconds;AutoApprovalDelayInSeconds;Expiration;NumberOfSimilarHITs;LifetimeInSeconds;AssignmentId;WorkerId;AssignmentStatus;AcceptTime;SubmitTime;AutoApprovalTime;ApprovalTime;RejectionTime;RequesterFeedback;WorkTimeInSeconds;LifetimeApprovalRate;Last30DaysApprovalRate;Last7DaysApprovalRate;Answer.surveycode;Approve;Reject
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3IGI0VL649OR4QD6Y6X1OCZXZ1ENOV;ALOYY3E72AQ1K;Submitted;Thu May 31 09:39:46 PDT 2018;Thu May 31 09:44:21 PDT 2018;Sun Jun 03 09:44:21 PDT 2018;;;;275;0% (0/0);0% (0/0);0% (0/0);474928466;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;31LVTDXBL9E4D321ELYQ5F0D5TYRL6;A2MCRVU8I9VNHG;Submitted;Thu May 31 09:39:08 PDT 2018;Thu May 31 09:43:45 PDT 2018;Sun Jun 03 09:43:45 PDT 2018;;;;277;0% (0/0);0% (0/0);0% (0/0);726679053;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;32N49TQG3IMFARSEQEEAXY95WNJAV7;A3R0QO6884CV1P;Submitted;Thu May 31 10:14:40 PDT 2018;Thu May 31 10:19:17 PDT 2018;Sun Jun 03 10:19:17 PDT 2018;;;;277;0% (0/0);0% (0/0);0% (0/0);258769678;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3F6HPJW4JF43KDXF39QRDI9LR8M2WV;A1PBRKFHSF1OF8;Submitted;Thu May 31 09:37:21 PDT 2018;Thu May 31 09:42:09 PDT 2018;Sun Jun 03 09:42:09 PDT 2018;;;;288;0% (0/0);0% (0/0);0% (0/0);215166163;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3YDTZAI2WZKKMQWZAZKUD7GPF9914R;AOGT0KZDUX8CC;Submitted;Thu May 31 09:37:21 PDT 2018;Thu May 31 09:42:12 PDT 2018;Sun Jun 03 09:42:12 PDT 2018;;;;291;0% (0/0);0% (0/0);0% (0/0);282026918;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3PH3VY7DJN1TQO0RSGZ50TJSCHNZW2;A171S8E9IFSHH2;Submitted;Thu May 31 09:48:50 PDT 2018;Thu May 31 09:53:42 PDT 2018;Sun Jun 03 09:53:42 PDT 2018;;;;292;0% (0/0);0% (0/0);0% (0/0);292944980;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;32RIADZISU8KGAVTNIZE983Y59M4SE;AKPXWXJFLHM08;Submitted;Thu May 31 09:36:32 PDT 2018;Thu May 31 09:41:25 PDT 2018;Sun Jun 03 09:41:25 PDT 2018;;;;293;0% (0/0);0% (0/0);0% (0/0);481989783;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;38F71OA9GV0RGVFDN2ZBO31J2C9FM1;A2NA2OJT15COZY;Submitted;Thu May 31 14:18:41 PDT 2018;Thu May 31 14:23:36 PDT 2018;Sun Jun 03 14:23:36 PDT 2018;;;;295;0% (0/0);0% (0/0);0% (0/0);649676567;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;33FBRBDW6Q35SUTZ2ZZRBFFLLSW8CV;A1CA1PH52XPXPR;Submitted;Thu May 31 09:37:00 PDT 2018;Thu May 31 09:42:19 PDT 2018;Sun Jun 03 09:42:19 PDT 2018;;;;319;0% (0/0);0% (0/0);0% (0/0);581049624;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3VW04L3ZLVAJAT5213765RHODK3XX6;A1A6UVH1CCP8CD;Submitted;Thu May 31 13:37:28 PDT 2018;Thu May 31 13:42:55 PDT 2018;Sun Jun 03 13:42:55 PDT 2018;;;;327;0% (0/0);0% (0/0);0% (0/0);864955857;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3OCHAWUVGQODQT6V2KSHFX9MHB7KXN;A18T7E73TNGOKP;Submitted;Thu May 31 11:25:02 PDT 2018;Thu May 31 11:30:33 PDT 2018;Sun Jun 03 11:30:33 PDT 2018;;;;331;0% (0/0);0% (0/0);0% (0/0);104730891;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3MHW492WW2HGCS13NH4F6P45Q42MVX;A33B85TN97HQ33;Submitted;Thu May 31 09:42:50 PDT 2018;Thu May 31 09:48:28 PDT 2018;Sun Jun 03 09:48:28 PDT 2018;;;;338;0% (0/0);0% (0/0);0% (0/0);907107046;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3FTF2T8WLTMEKXIEOI56N5HZXEW9WU;A36E1O48KQ6OP0;Submitted;Thu May 31 09:36:31 PDT 2018;Thu May 31 09:42:11 PDT 2018;Sun Jun 03 09:42:11 PDT 2018;;;;340;0% (0/0);0% (0/0);0% (0/0);473558991;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;37U1UTWH9XQ9YWIIKWPM0AE7LT68R8;A2STXZFG083AAB;Submitted;Thu May 31 10:15:04 PDT 2018;Thu May 31 10:20:50 PDT 2018;Sun Jun 03 10:20:50 PDT 2018;;;;346;0% (0/0);0% (0/0);0% (0/0);202285184;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3VD82FOHKSS8DMGF9GON815L0X0CO2;A39Q4SNT7SRK94;Submitted;Thu May 31 09:36:24 PDT 2018;Thu May 31 09:42:14 PDT 2018;Sun Jun 03 09:42:14 PDT 2018;;;;350;0% (0/0);0% (0/0);0% (0/0);728380728;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3DI28L7YXCI2ESTSZ5W7MTSGSY4E1B;A3L5XFNSOY6QET;Submitted;Thu May 31 09:41:01 PDT 2018;Thu May 31 09:46:57 PDT 2018;Sun Jun 03 09:46:57 PDT 2018;;;;356;0% (0/0);0% (0/0);0% (0/0);57016532;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;32SCWG5HIJ81I5JFEPOZB1I1EGNP66;ADQ5G2XTCJBVY;Submitted;Thu May 31 09:48:03 PDT 2018;Thu May 31 09:53:59 PDT 2018;Sun Jun 03 09:53:59 PDT 2018;;;;356;0% (0/0);0% (0/0);0% (0/0);688822868;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3D3VGR7TA2JNXZCC8FUQ9T6W57DR3Y;A3IN1OIDSYNM86;Submitted;Thu May 31 10:15:15 PDT 2018;Thu May 31 10:21:11 PDT 2018;Sun Jun 03 10:21:11 PDT 2018;;;;356;0% (0/0);0% (0/0);0% (0/0);864974326;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3ZR9AIQJUDDKF1BHEGGUZ2XFAHA40Y;A1GVHFB9F270GX;Submitted;Thu May 31 10:15:36 PDT 2018;Thu May 31 10:21:35 PDT 2018;Sun Jun 03 10:21:35 PDT 2018;;;;359;0% (0/0);0% (0/0);0% (0/0);797496856;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3OVHNO1VE85UHI00BLUF85U751FDZ5;A26ZENZ5G8AEGM;Submitted;Thu May 31 09:37:22 PDT 2018;Thu May 31 09:43:24 PDT 2018;Sun Jun 03 09:43:24 PDT 2018;;;;362;0% (0/0);0% (0/0);0% (0/0);51520997;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;37TD41K0AJDNBE88GX5WS6FMXM6CS2;A1ONILGBGJ8Y5K;Submitted;Thu May 31 09:56:17 PDT 2018;Thu May 31 10:02:20 PDT 2018;Sun Jun 03 10:02:20 PDT 2018;;;;363;0% (0/0);0% (0/0);0% (0/0);127044778;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3ZOTGHDK5KFOK35B62ENN693M0OSOE;A3LSXZR843QSGC;Submitted;Thu May 31 09:50:10 PDT 2018;Thu May 31 09:56:17 PDT 2018;Sun Jun 03 09:56:17 PDT 2018;;;;367;0% (0/0);0% (0/0);0% (0/0);586160671;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3Y5140Z9DZKHBPEGGQXO8486N7MIPX;AWYKYM16CB00Z;Submitted;Thu May 31 10:13:50 PDT 2018;Thu May 31 10:20:01 PDT 2018;Sun Jun 03 10:20:01 PDT 2018;;;;371;0% (0/0);0% (0/0);0% (0/0);339146692;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3YDGXNSEO1Y2XQGK9KT9SH3XTFF84I;A1GRPIBHW72HDU;Submitted;Thu May 31 09:36:40 PDT 2018;Thu May 31 09:43:08 PDT 2018;Sun Jun 03 09:43:08 PDT 2018;;;;388;0% (0/0);0% (0/0);0% (0/0);853939872;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3P4RDNWND7ALPEBILDS4B8MUE8BJIT;A7KLTVEIASF4J;Submitted;Thu May 31 09:41:28 PDT 2018;Thu May 31 09:48:01 PDT 2018;Sun Jun 03 09:48:01 PDT 2018;;;;393;0% (0/0);0% (0/0);0% (0/0);136287518;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;36DSNE9QZ72VL0MLJ859V5IGQI8JOO;A12VSA5C02M3FT;Submitted;Thu May 31 12:20:41 PDT 2018;Thu May 31 12:27:21 PDT 2018;Sun Jun 03 12:27:21 PDT 2018;;;;400;0% (0/0);0% (0/0);0% (0/0);859614452;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;30BUDKLTXFZ12AUB0SYJPJ5X4E8E5S;A1K8QNLYYYX21W;Submitted;Thu May 31 09:37:29 PDT 2018;Thu May 31 09:44:10 PDT 2018;Sun Jun 03 09:44:10 PDT 2018;;;;401;0% (0/0);0% (0/0);0% (0/0);534535872;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3YOH7BII0BBLM41025RZRCC1104KVP;A3TDA1NWHNQFE3;Submitted;Thu May 31 12:11:54 PDT 2018;Thu May 31 12:18:37 PDT 2018;Sun Jun 03 12:18:37 PDT 2018;;;;403;0% (0/0);0% (0/0);0% (0/0);802261568;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;317HQ483I9WH84230BKW4F3BNSGNI1;AJH2N4RI8WA6U;Submitted;Thu May 31 09:43:38 PDT 2018;Thu May 31 09:50:30 PDT 2018;Sun Jun 03 09:50:30 PDT 2018;;;;412;0% (0/0);0% (0/0);0% (0/0);584489088;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3R2PKQ87NYCBQMH3OA5WR0EBI25IMV;A1C59M3HPCO503;Submitted;Thu May 31 09:36:50 PDT 2018;Thu May 31 09:43:46 PDT 2018;Sun Jun 03 09:43:46 PDT 2018;;;;416;0% (0/0);0% (0/0);0% (0/0);901264899;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3WI0P0II63WLFRE91402M2S8WL0DRI;A8KDSIY4KBYR4;Submitted;Thu May 31 13:10:45 PDT 2018;Thu May 31 13:17:45 PDT 2018;Sun Jun 03 13:17:45 PDT 2018;;;;420;0% (0/0);0% (0/0);0% (0/0);744978665;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3DHE4R9OCYF7NR7FO4M9RFNXXKYG2C;A3209D1227UCYP;Submitted;Thu May 31 09:45:16 PDT 2018;Thu May 31 09:52:17 PDT 2018;Sun Jun 03 09:52:17 PDT 2018;;;;421;0% (0/0);0% (0/0);0% (0/0);201376960;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3NC5L260MQQFGY0P0IEOG7QOXBKOFJ;A1S7WGRS6BVBGW;Submitted;Thu May 31 11:14:44 PDT 2018;Thu May 31 11:21:48 PDT 2018;Sun Jun 03 11:21:48 PDT 2018;;;;424;0% (0/0);0% (0/0);0% (0/0);613757332;;
